# Reference FES along x for the double well model potential
# The exact DeltaF between the basins is 3.31502...
#x  FES  der_FES_x
-2.58558558559 11.6296296502 -37.617983354
-2.57957957958 11.405057529 -37.1658115789
-2.57357357357 11.1831934751 -36.7161940338
-2.56756756757 10.9640221653 -36.2691248803
-2.56156156156 10.7475283114 -35.8245982808
-2.55555555556 10.5336966604 -35.3826083988
-2.54954954955 10.3225119943 -34.9431493986
-2.54354354354 10.1139591301 -34.5062154455
-2.53753753754 9.90802291985 -34.0718007055
-2.53153153153 9.70468825072 -33.6398993457
-2.52552552553 9.50394004482 -33.210505534
-2.51951951952 9.30576325932 -32.7836134394
-2.51351351351 9.11014288639 -32.3592172318
-2.50750750751 8.91706395323 -31.937311082
-2.5015015015 8.72651152204 -31.5178891618
-2.4954954955 8.53847069003 -31.100945644
-2.48948948949 8.35292658938 -30.6864747024
-2.48348348348 8.1698643873 -30.2744705117
-2.47747747748 7.98926928594 -29.8649272478
-2.47147147147 7.81112652246 -29.4578390875
-2.46546546547 7.63542136897 -29.0532002086
-2.45945945946 7.46213913256 -28.6510047901
-2.45345345345 7.29126515528 -28.2512470119
-2.44744744745 7.1227848141 -27.853921055
-2.44144144144 6.95668352098 -27.4590211015
-2.43543543544 6.79294672279 -27.0665413346
-2.42942942943 6.63155990135 -26.6764759385
-2.42342342342 6.47250857338 -26.2888190987
-2.41741741742 6.31577829055 -25.9035650017
-2.41141141141 6.16135463943 -25.5207078352
-2.40540540541 6.00922324148 -25.1402417878
-2.3993993994 5.85936975309 -24.7621610495
-2.39339339339 5.71177986551 -24.3864598115
-2.38738738739 5.5664393049 -24.013132266
-2.38138138138 5.42333383229 -23.6421726064
-2.37537537538 5.28244924356 -23.2735750275
-2.36936936937 5.14377136949 -22.9073337251
-2.36336336336 5.0072860757 -22.5434428963
-2.35735735736 4.87297926263 -22.1818967394
-2.35135135135 4.74083686561 -21.822689454
-2.34534534535 4.61084485478 -21.4658152409
-2.33933933934 4.48298923509 -21.1112683022
-2.33333333333 4.35725604634 -20.7590428414
-2.32732732733 4.23363136312 -20.4091330629
-2.32132132132 4.11210129484 -20.061533173
-2.31531531532 3.99265198567 -19.7162373787
-2.30930930931 3.87526961461 -19.3732398887
-2.3033033033 3.75994039542 -19.032534913
-2.2972972973 3.64665057662 -18.6941166629
-2.29129129129 3.53538644151 -18.357979351
-2.28528528529 3.42613430814 -18.0241171914
-2.27927927928 3.3188805293 -17.6925243995
-2.27327327327 3.21361149253 -17.3631951921
-2.26726726727 3.11031362008 -17.0361237874
-2.26126126126 3.00897336895 -16.7113044051
-2.25525525526 2.90957723083 -16.3887312662
-2.24924924925 2.81211173212 -16.0683985934
-2.24324324324 2.71656343392 -15.7503006105
-2.23723723724 2.622918932 -15.434431543
-2.23123123123 2.53116485682 -15.1207856179
-2.22522522523 2.44128787352 -14.8093570636
-2.21921921922 2.35327468188 -14.50014011
-2.21321321321 2.26711201635 -14.1931289885
-2.20720720721 2.18278664599 -13.888317932
-2.2012012012 2.10028537452 -13.5857011752
-2.1951951952 2.01959504028 -13.285272954
-2.18918918919 1.94070251621 -12.987027506
-2.18318318318 1.86359470988 -12.6909590704
-2.17717717718 1.78825856342 -12.3970618879
-2.17117117117 1.71468105356 -12.105330201
-2.16516516517 1.64284919163 -11.8157582534
-2.15915915916 1.57275002349 -11.5283402908
-2.15315315315 1.50437062958 -11.2430705604
-2.14714714715 1.43769812487 -10.9599433108
-2.14114114114 1.37271965888 -10.6789527927
-2.13513513514 1.30942241565 -10.400093258
-2.12912912913 1.24779361374 -10.1233589605
-2.12312312312 1.18782050621 -9.84874415565
-2.11711711712 1.12949038064 -9.5762431005
-2.11111111111 1.07279055906 -9.30585005384
-2.10510510511 1.01770839801 -9.03755927614
-2.0990990991 0.964231288477 -8.77136502955
-2.09309309309 0.912346655913 -8.50726157796
-2.08708708709 0.862041960213 -8.24524318696
-2.08108108108 0.813304695709 -7.98530412386
-2.07507507508 0.766122391158 -7.7274386577
-2.06906906907 0.720482609731 -7.47164105926
-2.06306306306 0.676372949004 -7.21790560105
-2.05705705706 0.633781040949 -6.96622655733
-2.05105105105 0.592694551919 -6.71659820411
-2.04504504505 0.553101182642 -6.46901481916
-2.03903903904 0.514988668206 -6.22347068199
-2.03303303303 0.478344778053 -5.97996007388
-2.02702702703 0.443157315967 -5.73847727789
-2.02102102102 0.40941412006 -5.49901657881
-2.01501501502 0.377103062768 -5.26157226323
-2.00900900901 0.346212050832 -5.02613861949
-2.003003003 0.316729025296 -4.7927099377
-1.996996997 0.288641961491 -4.56128050974
-1.99099099099 0.261938869023 -4.33184462925
-1.98498498498 0.23660779177 -4.10439659164
-1.97897897898 0.212636807862 -3.87893069407
-1.97297297297 0.190014029679 -3.65544123547
-1.96696696697 0.168727603833 -3.43392251651
-1.96096096096 0.148765711162 -3.21436883962
-1.95495495495 0.13011656672 -2.99677450895
-1.94894894895 0.112768419763 -2.78113383039
-1.94294294294 0.0967095537425 -2.56744111158
-1.93693693694 0.0819282862911 -2.35569066183
-1.93093093093 0.0684129692161 -2.14587679219
-1.92492492492 0.0561519884871 -1.93799381537
-1.91891891892 0.0451337642266 -1.73203604581
-1.91291291291 0.0353467506996 -1.52799779955
-1.90690690691 0.026779436304 -1.32587339433
-1.9009009009 0.0194203435605 -1.1256571495
-1.89489489489 0.0132580291029 -0.927343386021
-1.88888888889 0.00828108366839 -0.730926426466
-1.88288288288 0.00447813208828 -0.53640059497
-1.87687687688 0.00183783327837 -0.343760217218
-1.87087087087 0.000348880229815 -0.152999620424
-1.86486486486 0.0 0.0358868666956
-1.85885885886 0.000779953703636 0.222904913956
-1.85285285285 0.00267753650398 0.408060189727
-1.84684684685 0.00568157760426 0.591358360967
-1.84084084084 0.00978094023931 0.772805093256
-1.83483483483 0.0149645216674 0.952406050831
-1.82882882883 0.0212212531622 1.13016689662
-1.82282282282 0.0285401000052 1.3060932923
-1.81681681682 0.0369100614782 1.48019089831
-1.81081081081 0.0463201708558 1.6524653739
-1.8048048048 0.0567594953989 1.82292237721
-1.7987987988 0.0682171363478 1.99156756528
-1.79279279279 0.0806822289158 2.15840659412
-1.78678678679 0.0941439422832 2.32344511877
-1.78078078078 0.108591479592 2.48668879333
-1.77477477477 0.124014077939 2.64814327105
-1.76876876877 0.140401008373 2.80781420438
-1.76276276276 0.157741575889 2.96570724504
-1.75675675676 0.176025119425 3.12182804407
-1.75075075075 0.195241011854 3.27618225192
-1.74474474474 0.215378659988 3.42877551855
-1.73873873874 0.236427504569 3.57961349343
-1.73273273273 0.25837702027 3.72870182572
-1.72672672673 0.281216715689 3.87604616428
-1.72072072072 0.304936133354 4.0216521578
-1.71471471471 0.329524849717 4.16552545487
-1.70870870871 0.354972475154 4.30767170412
-1.7027027027 0.38126865397 4.44809655424
-1.6966966967 0.408403064395 4.58680565419
-1.69069069069 0.436365418585 4.72380465321
-1.68468468468 0.465145462631 4.85909920102
-1.67867867868 0.494732976555 4.99269494789
-1.67267267267 0.525117774318 5.12459754475
-1.66666666667 0.55628970382 5.25481264338
-1.66066066066 0.588238646911 5.38334589648
-1.65465465465 0.620954519393 5.51020295787
-1.64864864865 0.654427271029 5.63538948257
-1.64264264264 0.68864688555 5.75891112701
-1.63663663664 0.723603380663 5.88077354914
-1.63063063063 0.759286808062 6.00098240862
-1.62462462462 0.795687253439 6.11954336698
-1.61861861862 0.832794836494 6.23646208779
-1.61261261261 0.87059971095 6.35174423685
-1.60660660661 0.909092064565 6.46539548236
-1.6006006006 0.948262119147 6.57742149515
-1.59459459459 0.988100130572 6.68782794881
-1.58858858859 1.0285963888 6.79662051999
-1.58258258258 1.0697412179 6.90380488854
-1.57657657658 1.11152497605 7.00938673777
-1.57057057057 1.15393805559 7.11337175466
-1.56456456456 1.19697088301 7.21576563013
-1.55855855856 1.24061391902 7.31657405922
-1.55255255255 1.2848576585 7.41580274144
-1.54654654655 1.32969263062 7.51345738094
-1.54054054054 1.37510939881 7.60954368684
-1.53453453453 1.4210985608 7.70406737347
-1.52852852853 1.46765074864 7.7970341607
-1.52252252252 1.51475662879 7.8884497742
-1.51651651652 1.56240690209 7.97831994576
-1.51051051051 1.61059230382 8.06665041363
-1.5045045045 1.65930360375 8.1534469228
-1.4984984985 1.70853160619 8.23871522537
-1.49249249249 1.75826715 8.3224610809
-1.48648648649 1.80850110867 8.40469025672
-1.48048048048 1.85922439032 8.48540852838
-1.47447447447 1.91042793784 8.56462167994
-1.46846846847 1.96210272882 8.6423355044
-1.46246246246 2.01423977573 8.71855580412
-1.45645645646 2.06683012587 8.79328839119
-1.45045045045 2.11986486151 8.86653908789
-1.44444444444 2.1733350999 8.93831372707
-1.43843843844 2.22723199336 9.00861815266
-1.43243243243 2.28154672936 9.07745822009
-1.42642642643 2.33627053054 9.14483979677
-1.42042042042 2.39139465485 9.21076876256
-1.41441441441 2.44691039556 9.27525101027
-1.40840840841 2.5028090814 9.33829244618
-1.4024024024 2.55908207659 9.39989899055
-1.3963963964 2.61572078098 9.46007657813
-1.39039039039 2.67271663008 9.51883115872
-1.38438438438 2.7300610952 9.57616869774
-1.37837837838 2.78774568351 9.63209517677
-1.37237237237 2.84576193816 9.68661659416
-1.36636636637 2.90410143839 9.73973896558
-1.36036036036 2.96275579961 9.79146832466
-1.35435435435 3.02171667353 9.8418107236
-1.34834834835 3.08097574825 9.8907722338
-1.34234234234 3.14052474841 9.93835894646
-1.33633633634 3.20035543529 9.9845769733
-1.33033033033 3.26045960694 10.0294324472
-1.32432432432 3.32082909832 10.0729315227
-1.31831831832 3.38145578139 10.1150803771
-1.31231231231 3.44233156531 10.1558852106
-1.30630630631 3.50344839653 10.1953522476
-1.3003003003 3.56479825897 10.2334877367
-1.29429429429 3.62637317415 10.2702979522
-1.28828828829 3.68816520134 10.305789194
-1.28228228228 3.75016643774 10.3399677892
-1.27627627628 3.81236901863 10.372840092
-1.27027027027 3.87476511753 10.4044124849
-1.26426426426 3.93734694638 10.4346913794
-1.25825825826 4.00010675572 10.4636832164
-1.25225225225 4.06303683486 10.4913944675
-1.24624624625 4.12612951209 10.517831635
-1.24024024024 4.1893771548 10.5430012531
-1.23423423423 4.25277216978 10.5669098886
-1.22822822823 4.31630700332 10.5895641412
-1.22222222222 4.37997414145 10.6109706443
-1.21621621622 4.44376611015 10.631136066
-1.21021021021 4.50767547557 10.6500671091
-1.2042042042 4.5716948442 10.667770512
-1.1981981982 4.6358168631 10.6842530491
-1.19219219219 4.70003422016 10.6995215314
-1.18618618619 4.76433964426 10.7135828066
-1.18018018018 4.82872590553 10.72644376
-1.17417417417 4.89318581555 10.738111314
-1.16816816817 4.95771222762 10.7485924291
-1.16216216216 5.02229803692 10.7578941032
-1.15615615616 5.08693618081 10.7660233721
-1.15015015015 5.15161963899 10.7729873093
-1.14414414414 5.21634143378 10.7787930255
-1.13813813814 5.28109463029 10.7834476681
-1.13213213213 5.34587233669 10.7869584208
-1.12612612613 5.41066770441 10.7893325027
-1.12012012012 5.47547392832 10.7905771672
-1.11411411411 5.54028424696 10.7906997005
-1.10810810811 5.60509194274 10.7897074202
-1.1021021021 5.6698903421 10.7876076734
-1.0960960961 5.73467281569 10.7844078342
-1.09009009009 5.79943277855 10.7801153013
-1.08408408408 5.86416369018 10.7747374946
-1.07807807808 5.92885905476 10.7682818516
-1.07207207207 5.99351242113 10.7607558235
-1.06606606607 6.05811738297 10.7521668701
-1.06006006006 6.12266757873 10.7425224546
-1.05405405405 6.18715669173 10.7318300373
-1.04804804805 6.25157845005 10.7200970684
-1.04204204204 6.31592662649 10.7073309804
-1.03603603604 6.38019503841 10.6935391788
-1.03003003003 6.44437754755 10.6787290323
-1.02402402402 6.50846805981 10.6629078614
-1.01801801802 6.57246052487 10.6460829258
-1.01201201201 6.6363489358 10.6282614103
-1.00600600601 6.7001273286 10.6094504088
-1.0 6.76378978155 10.5896569074
-0.993993993994 6.82733041457 10.5688877641
-0.987987987988 6.89074338833 10.5471496882
-0.981981981982 6.95402290332 10.5244492155
-0.975975975976 7.01716319872 10.5007926825
-0.96996996997 7.08015855116 10.4761861972
-0.963963963964 7.14300327317 10.4506356068
-0.957957957958 7.2056917116 10.4241464629
-0.951951951952 7.26821824569 10.3967239821
-0.945945945946 7.33057728496 10.3683730044
-0.93993993994 7.39276326677 10.3390979463
-0.933933933934 7.45477065368 10.3089027505
-0.927927927928 7.51659393044 10.2777908303
-0.921921921922 7.57822760059 10.2457650102
-0.915915915916 7.63966618281 10.2128274601
-0.90990990991 7.70090420672 10.1789796253
-0.903903903904 7.76193620834 10.1442221498
-0.897897897898 7.82275672503 10.108554794
-0.891891891892 7.88336028995 10.0719763464
-0.885885885886 7.94374142589 10.0344845283
-0.87987987988 8.00389463864 9.99607589159
-0.873873873874 8.06381440958 9.95674571045
-0.867867867868 8.12349518771 9.91648786495
-0.861861861862 8.18293138093 9.87529471805
-0.855855855856 8.24211734649 9.83315698517
-0.84984984985 8.30104738075 9.79006359655
-0.843843843844 8.35971570801 9.74600155257
-0.837837837838 8.41811646847 9.70095577217
-0.831831831832 8.47624370527 9.65490893488
-0.825825825826 8.53409135057 9.60784131669
-0.81981981982 8.59165321058 9.55973062076
-0.813813813814 8.64892294962 9.51055180343
-0.807807807808 8.70589407308 9.46027689685
-0.801801801802 8.76255990934 9.4088748293
-0.795795795796 8.81891359055 9.35631124482
-0.78978978979 8.8749480324 9.30254832385
-0.783783783784 8.93065591276 9.24754460698
-0.777777777778 8.9860296493 9.19125482429
-0.771771771772 9.04106137611 9.13362973288
-0.765765765766 9.09574291936 9.07461596598
-0.75975975976 9.1500657721 9.01415589688
-0.753753753754 9.20402106827 8.95218752197
-0.747747747748 9.25759955615 8.88864436704
-0.741741741742 9.31079157118 8.82345542184
-0.735735735736 9.36358700866 8.75654510818
-0.72972972973 9.41597529621 8.68783328734
-0.723723723724 9.46794536647 8.61723531301
-0.717717717718 9.5194856303 8.54466213628
-0.711711711712 9.57058395069 8.47002046972
-0.705705705706 9.62122761792 8.39321301776
-0.6996996997 9.67140332628 8.31413878085
-0.693693693694 9.72109715283 8.23269344086
-0.687687687688 9.77029453878 8.14876983527
-0.681681681682 9.81898027397 8.06225852733
-0.675675675676 9.86713848505 7.97304847914
-0.66966966967 9.91475262807 7.88102783364
-0.663663663664 9.96180548606 7.78608481087
-0.657657657658 10.0082791723 7.68810872225
-0.651651651652 10.0541551404 7.58699110555
-0.645645645646 10.0994142006 7.48262698069
-0.63963963964 10.1440365456 7.37491622455
-0.633633633634 10.1880017829 7.26376506021
-0.627627627628 10.2312889787 7.14908765282
-0.621621621622 10.2738767097 7.03080780086
-0.615615615616 10.3157431265 6.90886070793
-0.60960960961 10.3568660275 6.78319481588
-0.603603603604 10.3972229441 6.65377367625
-0.597597597598 10.4367912368 6.52057783244
-0.591591591592 10.4755482033 6.38360668107
-0.585585585586 10.513471197 6.24288027712
-0.57957957958 10.5505377562 6.09844104392
-0.573573573574 10.586725744 5.95035534637
-0.567567567568 10.6220134961 5.79871488403
-0.561561561562 10.6563799769 5.64363785967
-0.555555555556 10.6898049419 5.48526987951
-0.54954954955 10.7222691045 5.32378454344
-0.543543543544 10.7537543057 5.15938368668
-0.537537537538 10.7842436834 4.99229723983
-0.531531531532 10.8137218402 4.82278268071
-0.525525525526 10.8421750069 4.65112405966
-0.51951951952 10.8695911982 4.47763058988
-0.513513513514 10.8959603593 4.30263480456
-0.507507507508 10.9212744992 4.12649029429
-0.501501501502 10.9455278103 3.94956904981
-0.495495495495 10.9687167701 3.77225844675
-0.489489489489 10.990840224 3.5949579198
-0.483483483483 11.0118994478 3.4180753836
-0.477477477477 11.0318981866 3.24202346574
-0.471471471471 11.0508426726 3.06721562357
-0.465465465465 11.0687416175 2.89406222021
-0.459459459459 11.0856061827 2.72296663666
-0.453453453453 11.1014499255 2.55432149595
-0.447447447447 11.1162887232 2.3885050712
-0.441441441441 11.1301406771 2.22587794405
-0.435435435435 11.1430259958 2.06677997146
-0.429429429429 11.1549668629 1.91152760966
-0.423423423423 11.1659872884 1.760411633
-0.417417417417 11.1761129486 1.61369527407
-0.411411411411 11.1853710155 1.47161279973
-0.405405405405 11.1937899792 1.33436852634
-0.399399399399 11.2013994662 1.20213626652
-0.393393393393 11.2082300545 1.07505919035
-0.387387387387 11.2143130901 0.95325007529
-0.381381381381 11.2196805059 0.836791912242
-0.375375375375 11.2243646446 0.72573883001
-0.369369369369 11.2283980894 0.620117296566
-0.363363363363 11.231813501 0.51992755354
-0.357357357357 11.2346434654 0.425145239631
-0.351351351351 11.2369203508 0.335723159339
-0.345345345345 11.238676176 0.251593155091
-0.339339339339 11.2399424908 0.172668043522
-0.333333333333 11.2407502667 0.0988435799926
-0.327327327327 11.241129801 0.0300004191816
-0.321321321321 11.2411106321 -0.0339939562667
-0.315315315315 11.2407214652 -0.0932833629082
-0.309309309309 11.2399901112 -0.148021119146
-0.303303303303 11.2389434338 -0.198368339018
-0.297297297297 11.2376073083 -0.244492329003
-0.291291291291 11.236006589 -0.286565096267
-0.285285285285 11.2341650849 -0.324761973615
-0.279279279279 11.2321055442 -0.359260363741
-0.273273273273 11.2298496451 -0.390238602952
-0.267267267267 11.2274179935 -0.417874942609
-0.261261261261 11.2248301263 -0.442346644908
-0.255255255255 11.2221045203 -0.463829188327
-0.249249249249 11.2192586045 -0.482495577127
-0.243243243243 11.2163087776 -0.498515748568
-0.237237237237 11.2132704274 -0.512056071067
-0.231231231231 11.2101579539 -0.523278926238
-0.225225225225 11.2069847946 -0.532342367709
-0.219219219219 11.203763451 -0.539399849637
-0.213213213213 11.2005055171 -0.544600018026
-0.207207207207 11.197221709 -0.548086558194
-0.201201201201 11.1939218948 -0.549998092094
-0.195195195195 11.1906151253 -0.550468119508
-0.189189189189 11.1873096651 -0.54962499758
-0.183183183183 11.1840130233 -0.547591953543
-0.177177177177 11.180731984 -0.544487125912
-0.171171171171 11.1774726374 -0.540423629853
-0.165165165165 11.1742404089 -0.535509642817
-0.159159159159 11.1710400891 -0.529848506939
-0.153153153153 11.1678758623 -0.523538845053
-0.147147147147 11.1647513342 -0.516674687544
-0.141141141141 11.1616695597 -0.509345607568
-0.135135135135 11.1586330687 -0.501636862461
-0.129129129129 11.1556438917 -0.493629539465
-0.123123123123 11.1527035847 -0.485400704116
-0.117117117117 11.1498132526 -0.477023549888
-0.111111111111 11.1469735721 -0.468567547882
-0.105105105105 11.1441848136 -0.460098595541
-0.0990990990991 11.1414468622 -0.451679163522
-0.0930930930931 11.138759238 -0.443368440019
-0.0870870870871 11.1361211152 -0.435222471945
-0.0810810810811 11.1335313405 -0.427294302505
-0.0750750750751 11.1309884509 -0.419634104784
-0.0690690690691 11.1284906906 -0.41228931105
-0.0630630630631 11.1260360268 -0.405304737585
-0.0570570570571 11.1236221652 -0.398722704864
-0.0510510510511 11.1212465648 -0.392583153005
-0.045045045045 11.1189064517 -0.386923752446
-0.039039039039 11.1165988321 -0.381780009817
-0.033033033033 11.1143205056 -0.377185369062
-0.027027027027 11.1120680769 -0.373171307842
-0.021021021021 11.1098379674 -0.369767429301
-0.015015015015 11.1076264261 -0.367001549291
-0.00900900900901 11.1054295403 -0.364899779169
-0.003003003003 11.1032432456 -0.363486604267
0.003003003003 11.1010633349 -0.362784958196
0.00900900900901 11.0988854683 -0.362816293093
0.015015015015 11.0967051812 -0.363600645971
0.021021021021 11.094517893 -0.365156701308
0.027027027027 11.0923189145 -0.367501850026
0.033033033033 11.0901034563 -0.370652245014
0.039039039039 11.0878666353 -0.374622853332
0.045045045045 11.0856034821 -0.379427505254
0.0510510510511 11.0833089476 -0.385078940294
0.0570570570571 11.0809779092 -0.391588850364
0.0630630630631 11.0786051776 -0.398967920196
0.0690690690691 11.0761855018 -0.407225865185
0.0750750750751 11.0737135756 -0.416371466785
0.0810810810811 11.0711840427 -0.426412605588
0.0870870870871 11.0685915023 -0.437356292233
0.0930930930931 11.0659305137 -0.449208696265
0.0990990990991 11.063195602 -0.461975173083
0.105105105105 11.0603812624 -0.475660289091
0.111111111111 11.0574819649 -0.490267845184
0.117117117117 11.0544921591 -0.505800898692
0.123123123123 11.0514062784 -0.522261783893
0.129129129129 11.0482187443 -0.539652131208
0.135135135135 11.0449239705 -0.557972885201
0.141141141141 11.0415163673 -0.577224321493
0.147147147147 11.0379903451 -0.597406062677
0.153153153153 11.0343403185 -0.618517093374
0.159159159159 11.0305607103 -0.64055577449
0.165165165165 11.0266459548 -0.663519856806
0.171171171171 11.0225905018 -0.687406493978
0.177177177177 11.0183888198 -0.712212255037
0.183183183183 11.0140353997 -0.737933136489
0.189189189189 11.0095247581 -0.764564574081
0.195195195195 11.0048514408 -0.792101454327
0.201201201201 11.0000100259 -0.820538125869
0.207207207207 10.994995127 -0.849868410726
0.213213213213 10.9898013963 -0.880085615518
0.219219219219 10.984423528 -0.911182542719
0.225225225225 10.9788562607 -0.943151501983
0.231231231231 10.9730943808 -0.975984321618
0.237237237237 10.9671327253 -1.00967236022
0.243243243243 10.9609661843 -1.04420651855
0.249249249249 10.9545897041 -1.07957725164
0.255255255255 10.9479982894 -1.11577458118
0.261261261261 10.9411870064 -1.15278810821
0.267267267267 10.9341509848 -1.19060702615
0.273273273273 10.9268854205 -1.2292201341
0.279279279279 10.9193855778 -1.26861585052
0.285285285285 10.9116467916 -1.30878222721
0.291291291291 10.9036644699 -1.3497069636
0.297297297297 10.8954340954 -1.39137742136
0.303303303303 10.8869512276 -1.43378063929
0.309309309309 10.8782115051 -1.47690334842
0.315315315315 10.8692106469 -1.52073198744
0.321321321321 10.8599444542 -1.56525271818
0.327327327327 10.8504088124 -1.61045144137
0.333333333333 10.8405996922 -1.65631381243
0.339339339339 10.830513151 -1.70282525736
0.345345345345 10.8201453347 -1.74997098862
0.351351351351 10.8094924785 -1.79773602103
0.357357357357 10.798550908 -1.84610518747
0.363363363363 10.7873170408 -1.89506315456
0.369369369369 10.7757873867 -1.94459443808
0.375375375375 10.763958549 -1.99468341813
0.381381381381 10.7518272255 -2.04531435403
0.387387387387 10.7393902085 -2.0964713988
0.393393393393 10.7266443859 -2.14813861332
0.399399399399 10.7135867416 -2.20029997993
0.405405405405 10.7002143561 -2.25293941561
0.411411411411 10.6865244063 -2.30604078458
0.417417417417 10.6725141665 -2.35958791032
0.423423423423 10.658181008 -2.41356458697
0.429429429429 10.6435223997 -2.46795459008
0.435435435435 10.6285359078 -2.52274168673
0.441441441441 10.6132191962 -2.57790964487
0.447447447447 10.5975700262 -2.63344224199
0.453453453453 10.5815862564 -2.68932327313
0.459459459459 10.5652658427 -2.74553655805
0.465465465465 10.5486068383 -2.80206594776
0.471471471471 10.5316073929 -2.85889533026
0.477477477477 10.5142657532 -2.91600863566
0.483483483483 10.4965802621 -2.97338984049
0.489489489489 10.4785493587 -3.03102297141
0.495495495495 10.4601715778 -3.08889210824
0.501501501502 10.4414455496 -3.14698138635
0.507507507508 10.4223699996 -3.20527499848
0.513513513514 10.4029437478 -3.26375719596
0.51951951952 10.3831657089 -3.32241228947
0.525525525526 10.3630348915 -3.3812246492
0.531531531532 10.3425503978 -3.44017870471
0.537537537538 10.3217114236 -3.49925894427
0.543543543544 10.3005172574 -3.55844991392
0.54954954955 10.2789672805 -3.61773621618
0.555555555556 10.2570609665 -3.67710250848
0.561561561562 10.234797881 -3.73653350144
0.567567567568 10.2121776812 -3.7960139569
0.573573573574 10.1892001157 -3.85552868586
0.57957957958 10.1658650243 -3.91506254629
0.585585585586 10.1421723374 -3.97460044095
0.591591591592 10.1181220761 -4.03412731515
0.597597597598 10.0937143516 -4.09362815453
0.603603603604 10.0689493655 -4.15308798295
0.60960960961 10.0438274089 -4.21249186042
0.615615615616 10.0183488627 -4.27182488116
0.621621621622 9.9925141971 -4.33107217181
0.627627627628 9.96632397171 -4.39021888982
0.633633633634 9.93977883506 -4.44925022199
0.63963963964 9.9128795246 -4.50815138324
0.645645645646 9.88562686649 -4.56690761557
0.651651651652 9.85802177546 -4.62550418728
0.657657657658 9.83006525463 -4.68392639239
0.663663663664 9.80175839537 -4.7421595503
0.66966966967 9.77310237715 -4.80018900571
0.675675675676 9.74409846738 -4.85800012877
0.681681681682 9.71474802125 -4.91557831544
0.687687687688 9.68505248161 -4.97290898813
0.693693693694 9.65501337875 -5.02997759651
0.6996996997 9.6246323303 -5.08676961858
0.705705705706 9.59391104099 -5.14327056192
0.711711711712 9.56285130253 -5.19946596513
0.717717717718 9.53145499336 -5.25534139947
0.723723723724 9.49972407851 -5.31088247067
